function,count,library
int * numpy.ndarray,17,pandas
"numpy.ndarray.take(numpy.ndarray, list[int], axis=int)",17,pandas
float - numpy.ndarray,17,matplotlib
numpy.ndarray.sum,17,skimage
numpy.array(list[list[float]]),17,matplotlib
numpy.float64 - numpy.float64,17,pandas
"numpy.ndarray.astype(numpy.ndarray, numpy.dtype, copy=builtins.bool)",17,pandas
numpy.zeros(int),17,pandas
numpy.uint64(int),17,pandas
int + numpy.float64,17,matplotlib
numpy.random.mtrand.RandomState(int),17,pandas
numpy.dtype,17,xarray
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, size=tuple[int, int])",17,dask.array
numpy.ndarray.mean,17,skimage
"numpy.ndarray[slice[NoneType, NoneType, int]]",17,skimage
numpy.ndarray + numpy.float64,17,skimage
"numpy.array(list, dtype=str)",17,pandas
"numpy.ones(shape=tuple[int, int, int])",16,skimage
numpy.ndarray.sum,16,pandas
"numpy.ndarray.reshape(numpy.ndarray, int, int)",16,xarray
numpy.ma,16,skimage
"numpy.ndarray.reshape(numpy.ndarray, int, int, int)",16,xarray
numpy.int16 == numpy.int16,16,pandas
numpy.ndarray * numpy.ndarray,16,dask.array
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int, int])",16,xarray
numpy.ma.array,16,matplotlib
numpy.ndarray > int,16,matplotlib
"numpy.ndarray.view(numpy.ndarray, numpy.dtype)",16,pandas
numpy.asarray(a=pandas.core.arrays.datetimes.DatetimeArray),16,pandas
"numpy.ndarray[tuple[slice[int, NoneType, NoneType], slice[NoneType, NoneType, NoneType]]]",16,skimage
numpy.sin(numpy.ndarray),16,skimage
numpy.asarray(a=pandas.core.indexes.base.Index),16,pandas
numpy.ones(shape=int),16,dask.array
numpy.concatenate(list[numpy.ndarray]),16,matplotlib
numpy.ones(shape=int),16,skimage
numpy.dtype.type,16,skimage
numpy.dtype == Type[numpy.int8],16,pandas
numpy.dtype == Type[numpy.complex128],16,pandas
numpy.float64 * float,16,pandas
numpy.ndarray.searchsorted,16,pandas
"numpy.array(list[pandas._libs.tslibs.timestamps.Timestamp], dtype=Type[builtins.object])",16,pandas
numpy.dtype(Type[numpy.float64]),16,pandas
numpy.ndarray[numpy.int64],16,skimage
int - numpy.ndarray,16,pandas
numpy.bool_,16,skimage
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.bool])",16,skimage
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, NoneType, NoneType], int, int]] = numpy.ndarray",16,matplotlib
"numpy.array(list, dtype=Type[numpy.int64])",16,pandas
"numpy.ndarray.astype(numpy.ndarray, numpy.dtype)",16,skimage
numpy.int64 == int,16,matplotlib
numpy.ndarray.all(numpy.ndarray),16,xarray
"numpy.putmask(numpy.ndarray, numpy.ndarray, int)",16,pandas
numpy.void[int],15,skimage
numpy.dtype(Type[builtins.str]),15,pandas
numpy.arange(float),15,pandas
float == numpy.float64,15,pandas
numpy.random.mtrand.RandomState.normal,15,skimage
numpy.ndarray > int,15,pandas
numpy.float64 / float,15,skimage
numpy.array(pandas.core.indexes.base.Index),15,pandas
numpy.ndarray.flags,15,pandas
"numpy.ndarray[slice[numpy.int64, numpy.int64, NoneType]]",15,pandas
numpy.array(list[list[int]]),15,dask.array
numpy.array(pandas.core.series.Series),15,pandas
"numpy.datetime64(str, str)",15,pandas
"numpy.linspace(num=int, start=int, stop=int)",15,skimage
"numpy.random.mtrand.RandomState.seed(numpy.random.mtrand.RandomState, int)",15,skimage
numpy.intp,15,skimage
numpy.uint32,15,skimage
numpy.mean(a=pandas.core.series.Series),15,pandas
numpy.ndarray / numpy.ndarray,15,pandas
numpy.dot,15,dask.array
numpy.array(float),15,pandas
"numpy.ndarray.fill(numpy.ndarray, float)",15,pandas
"numpy.testing._private.utils.assert_allclose(actual=numpy.ndarray, atol=float, desired=numpy.ndarray)",15,skimage
numpy.ndarray,15,matplotlib
numpy.float64 / int,15,skimage
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], int]]",15,skimage
numpy.float64 > float,15,matplotlib
numpy.iterable(y=list[numpy.float64]),15,matplotlib
numpy.diff(a=numpy.ndarray),15,matplotlib
str % numpy.float64,15,matplotlib
"numpy.zeros(tuple[int, int], dtype=Type[builtins.bool])",15,skimage
"numpy.ndarray[tuple[slice[NoneType, NoneType, int], slice[NoneType, NoneType, int]]]",15,skimage
numpy.float64 == float,15,matplotlib
numpy.ma.core.MaskedArray.shape,15,dask.array
numpy.ndarray.all(numpy.ndarray),15,matplotlib
numpy.ma.MaskedArray,15,matplotlib
"numpy.testing._private.utils.assert_equal(actual=numpy.float64, desired=int)",15,skimage
numpy.zeros_like(a=numpy.ndarray),15,matplotlib
numpy.nonzero(a=numpy.ndarray),15,skimage
"numpy.linspace(num=int, start=float, stop=float)",15,xarray
"numpy.random.mtrand.RandomState.seed(numpy.random.mtrand.RandomState, int)",15,dask.array
numpy.array(list[numpy.float64]),15,matplotlib
numpy.float64 > float,15,skimage
"numpy.clip(a=numpy.ndarray, a_max=int, a_min=int)",14,skimage
numpy.any(a=numpy.ndarray),14,pandas
"numpy.testing._private.utils.assert_equal(actual=numpy.ndarray, desired=list[int])",14,skimage
numpy.ndarray[numpy.ndarray] = float,14,skimage
"numpy.timedelta64(int, str)",14,xarray
numpy.empty,14,matplotlib
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int)",14,dask.array
numpy.iterable(y=list[float]),14,matplotlib
float + numpy.ndarray,14,skimage
*numpy.flatiter,14,matplotlib
numpy.empty_like(numpy.ndarray),14,skimage
"numpy.ones(shape=tuple[int, int])",14,xarray
"numpy.ndarray[tuple[int, sliinte[int, int, NoneType], sliinte[int, int, NoneType]]] = int",14,skimage
numpy.dtype == Type[builtins.bool],14,pandas
numpy.float64 + int,14,skimage
numpy.errstate(kwargs=dict),14,matplotlib
numpy.int64 + numpy.int64,14,pandas
numpy.where(numpy.ndarray),14,pandas
numpy.ndarray.tolist(numpy.ndarray),14,dask.array
numpy.random.uniform,14,skimage
numpy.errstate,14,matplotlib
numpy.asarray(a=pandas.core.indexes.datetimes.DatetimeIndex),14,pandas
int ** numpy.float64,14,matplotlib
numpy.float64 += numpy.float64,14,matplotlib
numpy.cos(float),14,skimage
numpy.ndarray *= numpy.ndarray,14,skimage
"numpy.ndarray.astype(numpy.ndarray, str)",14,xarray
numpy.ndarray[list[int]],14,pandas
numpy.r_,14,pandas
numpy.ma.core.MaskedArray.dtype,14,matplotlib
numpy.ceil(numpy.float64),14,skimage
numpy.int64 == float,14,pandas
numpy.cos(numpy.ndarray),14,skimage
"numpy.dot(numpy.ndarray, numpy.ndarray)",14,pandas
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.int])",14,matplotlib
numpy.log10(numpy.float64),14,matplotlib
numpy.load(file=str),14,skimage
"numpy.iterable(y=list[Union[float, int]])",14,matplotlib
"numpy.sum(a=numpy.ndarray, axis=int)",14,skimage
numpy.einsum,14,xarray
numpy.percentile,14,pandas
numpy.ndarray.T,13,dask.array
numpy.int,13,skimage
numpy.isscalar(element=int),13,skimage
numpy.array(list[pandas._libs.tslibs.timestamps.Timestamp]),13,pandas
numpy.ndarray[int] = numpy.uint8,13,matplotlib
numpy.ndarray /= numpy.float64,13,skimage
numpy.ndarray.sum(numpy.ndarray),13,matplotlib
numpy.ndarray[numpy.int64],13,matplotlib
numpy.float64 / numpy.float64,13,pandas
"numpy.ndarray[tuple[int, int]] = float",13,skimage
numpy.stack,13,skimage
"numpy.repeat(a=numpy.ndarray, repeats=int)",13,pandas
numpy.sum,13,dask.array
numpy.dtype(Type[builtins.float]),13,pandas
numpy.ma.core.masked_invalid(a=numpy.ndarray),13,matplotlib
numpy.ndarray * float,13,pandas
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int16])",13,skimage
numpy.concatenate,13,skimage
"numpy.eye(M=int, N=int)",13,dask.array
"numpy.testing._private.utils.assert_allclose(actual=numpy.ndarray, desired=numpy.ndarray)",13,matplotlib
"numpy.linspace(num=int, start=int, stop=int)",13,pandas
numpy.ndarray.min(numpy.ndarray),13,pandas
numpy.isnan(numpy.ndarray),13,pandas
numpy.iterable(y=list[numpy.int64]),13,matplotlib
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.int])",13,pandas
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int, int])",13,skimage
numpy.ndarray -= numpy.ndarray,13,skimage
numpy.ndarray ** int,13,pandas
"numpy.zeros(int, dtype=str)",13,pandas
numpy.clip,13,skimage
numpy.float_,13,pandas
"numpy.asarray(a=tuple[int, int])",13,skimage
numpy.int64 - int,13,skimage
float * numpy.ndarray,13,xarray
numpy.str_(str),13,xarray
float - numpy.ndarray,13,skimage
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], NoneType]]",13,matplotlib
numpy.ma.core.MaskedArray.size,13,matplotlib
numpy.column_stack(tup=list[numpy.ndarray]),13,matplotlib
numpy.ndarray.flat,13,pandas
-numpy.ndarray,13,xarray
numpy.dtype.itemsize,13,pandas
numpy.ndarray / int,13,pandas
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.uint16])",13,skimage
numpy.array(tuple[int]),13,skimage
numpy.mean,13,skimage
numpy.int64,13,skimage
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.int32])",13,skimage
dask.array.core.Array == numpy.ndarray,13,xarray
numpy.random.rand,13,skimage
"numpy.testing._private.utils.assert_equal(actual=tuple[int, int, int], desired=tuple[int, int, int])",13,skimage
numpy.dtype(Type[builtins.int]),12,pandas
"numpy.ndarray[tuple[numpy.ndarray, numpy.ndarray]] = numpy.ndarray",12,skimage
numpy.ndarray.tolist(numpy.ndarray),12,matplotlib
numpy.array(list[numpy.timedelta64]),12,pandas
numpy.asarray(a=pandas.core.indexes.range.RangeIndex),12,pandas
int + numpy.ndarray,12,matplotlib
"numpy.zeros(tuple[int, int])",12,xarray
numpy.asarray(a=int),12,pandas
numpy.newaxis,12,xarray
"numpy.random.mtrand.RandomState.seed(numpy.random.mtrand.RandomState, int)",12,pandas
numpy.ma.core.MaskedArray.data,12,matplotlib
numpy.float64(x=int),12,pandas
numpy.testing._private.utils.assert_(val=builtins.bool),12,skimage
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int, int)",12,skimage
numpy.float64 != int,12,matplotlib
numpy.str_ in dict,12,xarray
numpy.allclose,12,pandas
numpy.take,12,pandas
numpy.vstack(tup=list[numpy.ndarray]),12,skimage
"numpy.array(tuple[int, int, int])",12,skimage
numpy.dtype.kind,12,skimage
numpy.arange(float),12,xarray
numpy.ones(shape=int),12,xarray
numpy.float64 != float,12,matplotlib
"numpy.random.mtrand.RandomState.permutation(numpy.random.mtrand.RandomState, int)",12,pandas
numpy.array(list[numpy.datetime64]),12,pandas
"numpy.expand_dims(a=numpy.ndarray, axis=int)",12,matplotlib
numpy.asarray(a=builtins.range),12,xarray
"numpy.where(numpy.ndarray, int, int)",12,pandas
numpy.float32(float),12,xarray
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int, int, int)",12,xarray
numpy.ndarray[int] = builtins.bool,12,pandas
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.float])",12,dask.array
"numpy.testing._private.utils.assert_almost_equal(actual=numpy.ndarray, desired=numpy.ndarray)",12,matplotlib
"numpy.array(list[list[int]], dtype=str)",12,pandas
numpy.ndarray[numpy.ndarray],12,xarray
"numpy.tile(A=numpy.ndarray, reps=tuple[int, int])",12,matplotlib
numpy.allclose,12,skimage
"numpy.array(list[list[int]], Type[numpy.uint8])",12,skimage
numpy.generic.item(numpy.bool_),12,pandas
numpy.ndarray.argsort,12,pandas
numpy.timedelta64,12,xarray
numpy.zeros_like,12,skimage
numpy.cumsum(a=numpy.ndarray),12,skimage
numpy.ndarray.any,12,pandas
numpy.integer,12,xarray
"numpy.ndarray.setflags(numpy.ndarray, write=builtins.bool)",12,pandas
numpy.int64 - int,12,matplotlib
"numpy.ndarray.sum(numpy.ndarray, axis=int)",12,dask.array
numpy.float64,12,dask.array
"numpy.empty(tuple[int, int])",12,skimage
numpy.int64 != int,12,matplotlib
numpy.floating,12,pandas
"numpy.ndarray[tuple[builtins.ellipsis, int]]",12,matplotlib
numpy.ndarray.any(numpy.ndarray),12,skimage
Type[numpy.ndarray].__name__,12,pandas
numpy.ndarray / float,12,pandas
"numpy.testing._private.utils.assert_allclose(actual=numpy.ndarray, desired=int)",12,skimage
numpy.asarray(a=pandas.core.indexes.numeric.Float64Index),12,pandas
numpy.ndarray[numpy.ndarray] = int,12,matplotlib
"numpy.array(list[int], dtype=Type[numpy.uint64])",11,pandas
numpy.ndarray ** float,11,matplotlib
numpy.ascontiguousarray,11,skimage
numpy.array(pandas.core.indexes.numeric.Int64Index),11,pandas
numpy.ndarray - numpy.float64,11,matplotlib
numpy.float64(x=float),11,pandas
numpy.array(pandas.core.indexes.numeric.Float64Index),11,pandas
"numpy.mean(a=numpy.ndarray, axis=int)",11,dask.array
numpy.isnan(pandas.core.series.Series),11,pandas
"numpy.sum(a=numpy.ndarray, axis=int)",11,matplotlib
"numpy.take(a=numpy.ndarray, axis=int, indices=int)",11,pandas
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int, int)",11,skimage
numpy.ndarray.setflags,11,pandas
numpy.dtype == Type[numpy.float32],11,pandas
"numpy.empty(int, dtype=Type[numpy.int64])",11,pandas
numpy.iterable(y=numpy.ma.core.MaskedArray),11,matplotlib
"numpy.logical_and(numpy.ndarray, numpy.ndarray)",11,skimage
numpy.generic.any(numpy.bool_),11,pandas
numpy.mean,11,dask.array
numpy.ndarray.all,11,xarray
numpy.dtype(numpy.dtype),11,pandas
"numpy.testing._private.utils.assert_array_less(x=numpy.float64, y=numpy.float64)",11,skimage
numpy.int64 - numpy.int64,11,skimage
"numpy.ndarray[slinumpy.ndarraye[int, int, NoneType]] = numpy.ndarray",11,matplotlib
numpy.float64 > float,11,pandas
numpy.full,11,skimage
numpy.ma.core.MaskedArray.max(self=numpy.ma.core.MaskedArray),11,matplotlib
numpy.int64 - numpy.int64,11,pandas
numpy.zeros(int),11,skimage
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int, int, int])",11,dask.array
numpy.float64 == float,11,skimage
"numpy.ndarray.sum(numpy.ndarray, axis=int)",11,skimage
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int)",11,matplotlib
numpy.recarray.dtype,11,pandas
"numpy.asarray(a=tuple[int, int, int])",11,skimage
int + numpy.float64,11,skimage
numpy.ndarray > float,11,skimage
numpy.var(a=numpy.ndarray),11,dask.array
"numpy.arange(int, dtype=Type[numpy.int32])",11,matplotlib
numpy.datetime64,11,xarray
numpy.sqrt,11,pandas
numpy.array(pandas.core.arrays.categorical.Categorical),11,pandas
numpy.rad2deg(numpy.float64),11,matplotlib
numpy.ma,11,xarray
numpy.isscalar(element=numpy.ndarray),11,dask.array
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, tuple[int, int])",11,pandas
"numpy.array(list[float], dtype=Type[builtins.object])",11,pandas
"numpy.rollaxis(a=numpy.ndarray, axis=int)",11,skimage
numpy.ndarray.squeeze(numpy.ndarray),11,pandas
numpy.dtype.itemsize,11,dask.array
numpy.sum(a=numpy.ndarray),11,matplotlib
"numpy.array(list[int], dtype=Type[numpy.int8])",11,pandas
"numpy.ndarray[slice[NoneType, NoneType, NoneType]]",11,pandas
"numpy.ndarray[slinumpy.ndarraye[NoneType, NoneType, NoneType]] = numpy.ndarray",11,pandas
numpy.float64 >= int,11,matplotlib
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.str])",11,pandas
numpy.ndarray.flat,11,skimage
"numpy.random.mtrand.RandomState.randint(numpy.random.mtrand.RandomState, int, int, size=tuple[int, int])",11,dask.array
"numpy.ndarray[tuple[slice[NoneType, NoneType, NoneType], slice[NoneType, NoneType, NoneType], int, int]]",11,skimage
"numpy.ndarray[tuple[NoneType, slice[NoneType, NoneType, NoneType]]]",11,dask.array
"numpy.generic.astype(numpy.datetime64, str)",11,pandas
numpy.int64 >= int,11,pandas
"numpy.ndarray.view(numpy.ndarray, Type[numpy.uint8])",11,pandas
"numpy.arange(int, int, float)",11,matplotlib
numpy.ndarray[int] = numpy.float64,11,pandas
numpy.argmax(a=numpy.ndarray),11,skimage
numpy.float64 / int,11,dask.array
numpy.int16,11,skimage
"numpy.arange(int, int, int, dtype=Type[numpy.int64])",11,pandas
numpy.int64 / int,11,pandas
numpy.deg2rad(int),11,skimage
numpy.sqrt(numpy.ndarray),11,matplotlib
int + numpy.ndarray,11,xarray
numpy.deg2rad(float),11,matplotlib
numpy.ndarray /= numpy.ndarray,11,skimage
numpy.complex128,11,pandas
numpy.sin(float),11,matplotlib
numpy.float64,11,xarray
"numpy.ndarray.sum(numpy.ndarray, int)",11,skimage
numpy.floating,11,skimage
numpy.ndarray.any(numpy.ndarray),11,dask.array
"numpy.array(list[Union[float, str]], dtype=Type[builtins.object])",11,pandas
"numpy.random.mtrand.RandomState.rand(numpy.random.mtrand.RandomState, int, int)",11,matplotlib
numpy.array(int),11,dask.array
numpy.ndarray != numpy.ndarray,10,pandas
numpy.float64.shape,10,dask.array
"numpy.einsum(operands=tuple[str, numpy.ndarray, numpy.ndarray])",10,xarray
"numpy.array(list[Union[float, int]])",10,matplotlib
numpy.ndarray * numpy.ndarray,10,xarray
numpy.allclose,10,dask.array
pandas.core.series.Series / numpy.float64,10,pandas
numpy.multiply,10,skimage
numpy.mean(a=numpy.ndarray),10,dask.array
numpy.atleast_1d(arys=tuple[numpy.ndarray]),10,matplotlib
numpy.ndarray.nbytes,10,pandas
"numpy.apply_over_axes(a=numpy.ndarray, axes=tuple[int, int], func=builtins.function)",10,skimage
numpy.copy(a=numpy.ndarray),10,skimage
"numpy.ndarray.reshape(numpy.ndarray, tuple[int, int, int])",10,matplotlib
numpy.ndarray != numpy.ndarray,10,skimage
numpy.log(float),10,matplotlib
pandas.core.arrays.timedeltas.TimedeltaArray - numpy.ndarray,10,pandas
"numpy.allclose(a=numpy.ndarray, b=numpy.ndarray)",10,skimage
Type[numpy.oType[numpy.object_]ject_] == Type[numpy.object_],10,pandas
"numpy.ndarray[sliinte[int, int, NoneType]] = int",10,pandas
numpy.iterable(y=float),10,matplotlib
numpy.ndarray.max,10,skimage
numpy.empty_like(numpy.ndarray),10,matplotlib
"numpy.testing._private.utils.assert_almost_equal(actual=float, desired=float)",10,skimage
numpy.ndarray[int] = str,10,pandas
numpy.ndarray /= numpy.float64,10,matplotlib
numpy.ndarray[int] = numpy.float64,10,skimage
"numpy.std(a=pandas.core.series.Series, ddof=int)",10,pandas
numpy.log10(numpy.ndarray),10,matplotlib
numpy.int64 == int,10,dask.array
numpy.float32,10,dask.array
numpy.float32,10,matplotlib
"numpy.ndarray[tuple[slinumpy.ndarraye[NoneType, NoneType, NoneType], slinumpy.ndarraye[NoneType, NoneType, NoneType], int]] = numpy.ndarray",10,skimage
numpy.ndarray.size,10,dask.array
pandas.core.series.Series + numpy.ndarray,10,pandas
numpy.ndarray.sum(numpy.ndarray),10,dask.array
numpy.roll,10,skimage
"numpy.random.mtrand.RandomState.randn(numpy.random.mtrand.RandomState, int, int, int)",10,skimage
"numpy.random.mtrand.RandomState.normal(numpy.random.mtrand.RandomState, size=tuple[int, int])",10,skimage
"numpy.asarray(a=list[Union[float, int]])",10,matplotlib
numpy.asanyarray(a=numpy.ndarray),10,matplotlib
numpy.arange,10,dask.array
numpy.sum(a=numpy.ndarray),10,dask.array
"numpy.testing._private.utils.assert_array_almost_equal(decimal=int, x=numpy.ndarray, y=numpy.ndarray)",10,skimage
numpy.sort(a=numpy.ndarray),10,skimage
numpy.integer,10,skimage
"numpy.ndarray.fill(numpy.ndarray, int)",10,pandas
"numpy.ndarray.astype(numpy.ndarray, Type[builtins.bool])",10,pandas
"numpy.ndarray[tuple[slinumpy.ndarraye[int, NoneType, int], int]] = numpy.ndarray",10,matplotlib
"numpy.ndarray.mean(numpy.ndarray, axis=int)",10,skimage
"numpy.testing._private.utils.assert_array_equal(x=numpy.ndarray, y=int)",10,skimage
numpy.int64 != int,10,pandas
"numpy.ndarray[tuple[slice[NoneType, int, NoneType], slice[NoneType, NoneType, NoneType]]]",10,matplotlib
"numpy.repeat(a=numpy.ndarray, axis=int, repeats=int)",10,matplotlib
"numpy.arange(int, int, int)",10,xarray
numpy.asarray(a=list[numpy.float64]),10,matplotlib
"numpy.ndarray[slice[int, int, NoneType]]",10,skimage
"numpy.empty(int, dtype=numpy.dtype)",10,pandas
numpy.asarray(a=pandas.core.arrays.interval.IntervalArray),10,pandas
numpy.asarray(a=list),10,pandas
numpy.ones_like(a=numpy.ndarray),10,skimage
numpy.iterable(y=list[numpy.ndarray]),10,matplotlib
numpy.array(numpy.ndarray),10,xarray
numpy.all,10,dask.array
numpy.ndarray >= numpy.ndarray,10,skimage
numpy.ndarray + int,10,xarray
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.float32])",10,pandas
"numpy.array(list[Union[float, int]], dtype=str)",10,pandas
numpy.ndarray[int] = float,10,matplotlib
numpy.all(a=numpy.ndarray),10,dask.array
"numpy.ndarray[tuple[slinumpy.ndarraye[int, int, NoneType], slinumpy.ndarraye[int, int, NoneType]]] = numpy.ndarray",10,skimage
"numpy.linspace(num=int, start=int, stop=float)",10,matplotlib
numpy.float64 + int,10,dask.array
numpy.isnan(numpy.ndarray),10,dask.array
